species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Acidipropionibacterium jensenii	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisphaera rubrifaciens	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0.00505331244630856	1	0	0	0.0101163378856854	1	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0.00849863172029303	5	0	0	0.00188893086513034	1	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0.0325115144947169	6	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0.00587509547030139	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acidithiobacillus albertensis	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acidithiobacillus caldus	0.00484027105517909	1	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0.00587509547030139	2	0	0	0.0273935077386659	2	0	0	0	0	0.00420486081910689	1	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
Acidithiobacillus ferrivorans	0.00484027105517909	1	0	0	0	0	0.00222905800008916	1	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00944180074023718	5	0	0	0.00686844635743395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0180940892641737	3	0	0	0.00648109141579442	4	0	0
Acidithiobacillus ferrooxidans	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0.010837171498239	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00982994200334218	1	0.00188836014804744	1	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0.00420486081910689	1	0.00377786173026067	2	0	0	0.0153186274509804	3	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus thiooxidans	0	0	0	0	0.00292508848392664	1	0.0156034060006241	7	0	0	0.00792267469497703	1	0.00380430647492962	1	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0103466114847387	4	0.0137368927148679	6	0.0029375477351507	1	0.00280324054607126	1	0	0	0.00374742364624321	1	0	0	0	0	0.00377786173026067	2	0	0	0	0	0.0616776315789474	3	0	0	0	0	0.00324054570789721	2	0	0
Acidithrix ferrooxidans	0	0	0.0211819529760644	6	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acidobacteria bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.00760861294985924	2	0	0	0	0	0.00775755068266446	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Acidobacteriaceae bacterium	0	0	0.00353032549601073	1	0.00292508848392664	1	0	0	0.00212524041782227	2	0	0	0	0	0	0	0.00755772210255829	4	0.0103434009102193	4	0.00505331244630856	1	0.0334728033472803	2	0	0	0.0113365831538374	3	0.0294898260100265	3	0.00566508044414231	3	0.00775995861355406	3	0.0045789642382893	2	0	0	0.011212962184285	4	0	0	0	0	0.00339945268811721	2	0.0168194432764276	4	0.00566679259539101	3	0.0989428735093475	38	0	0	0.0616776315789474	3	0	0	0	0	0.0016202728539486	1	0.00446229361892013	1
Acidobacterium ailaaui	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0.0294898260100265	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidobacterium capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
Acidocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Acidocella aminolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091579284765786	4	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidocella facilis	0	0	0	0	0	0	0	0	0	0	0	0	0.00760861294985924	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
Acidocella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.011212962184285	4	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Acidomonas methanolica	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336388865528551	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidothermus cellulolyticus	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0.0234338384627402	9	0	0	0	0	0	0	0	0	0.0016202728539486	1	0.00446229361892013	1
Acidovorax	0	0	0.00353032549601073	1	0	0	0.0178324640007133	8	0.00106262020891113	1	0.00792267469497703	1	0.0190215323746481	5	0	0	0	0	0.0103434009102193	4	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.00377672029609487	2	0	0	0.0091579284765786	4	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0.0241254523522316	4	0.0191405876160398	4	0.0113419099776402	7	0.00446229361892013	1
Acidovorax avenae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160263748340125	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0.00478514690400995	1	0	0	0.00446229361892013	1
Acidovorax caeni	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Acidovorax citrulli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acidovorax delafieldii	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0.0143554407120299	3	0.00648109141579442	4	0	0
Acidovorax ebreus	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax radicis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax sp.	0.00968054211035818	2	0	0	0	0	0.0757879720030315	34	0	0	0	0	0.0342387582743666	9	0.0216743429964779	4	0.0302308884102332	16	0.00517170045510964	2	0	0	0.0167364016736402	1	0.13151239251391	13	0.00377886105127914	1	0	0	0.0377672029609487	20	0	0	0.0366317139063144	16	0.00587509547030139	2	0.0560648109214252	20	0.0410902616079989	3	0.0149896945849728	4	0.0169972634405861	10	0	0	0.00755572346052135	4	0.0104150393167734	4	0.0051062091503268	1	0.0205592105263158	1	0.0241254523522316	4	0.0622069097521294	13	0.0469879127645096	29	0.0133868808567604	3
Acidovorax temperans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00957029380801991	2	0	0	0.00446229361892013	1
Acinetobacter	0.0145208131655373	3	0.374214502577138	106	0.00877526545177992	3	0.115911016004636	52	0.0095635818802002	9	0.0158453493899541	2	0.0456516776991554	12	0.130046057978868	24	0.00377886105127914	2	0.028444352503103	11	0.0353731871241599	7	0	0	0.101163378856854	10	0.00755772210255829	2	0.0589796520200531	6	0.0358788428129013	19	0.0129332643559234	5	0.0206053390723018	9	0.0029375477351507	1	0.00840972163821378	3	0.0273935077386659	2	0	0	0.0203967161287033	12	0.0252291649146413	6	0	0	0.0156225589751601	6	0.0306372549019608	6	0.0205592105263158	1	0.14475271411339	24	0.181835582352378	38	0.0858744612592761	53	0	0
Acinetobacter apis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0.00377672029609487	2	0	0	0	0	0.00881264320545209	3	0.00280324054607126	1	0	0	0	0	0.00509917903217582	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter baumannii	1.34559535333979	278	2.8630939772647	811	2.591628396759	886	2.15104097008604	965	1.36971744928645	1289	9.25368404373316	1168	3.55322224758427	934	3.64670820915741	673	14.66764917054	7763	8.21783202316922	3178	5.22512506948305	1034	2.87866108786611	172	4.09711684370258	405	0.740656766050712	196	13.9683475867492	1421	5.43281214593247	2877	8.74030005173306	3379	4.40496359723431	1924	3.67487221667352	1251	4.24971266784403	1516	0.383509108341323	28	5.61364062207233	1498	10.876548875631	6399	11.01673534606	2620	11.59425765017	6138	13.3677029630787	5134	4.67218137254902	915	5.05756578947368	246	5.31363088057901	881	2.23466360417265	467	5.42143296931203	3346	9.69210174029451	2172
Acinetobacter baylyi	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0.00380430647492962	1	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191405876160398	4	0	0	0	0
Acinetobacter beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0.0287108814240597	6	0.0016202728539486	1	0	0
Acinetobacter bereziniae	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0.0167364016736402	1	0	0	0	0	0	0	0.00188836014804744	1	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0.0411184210526316	2	0	0	0	0	0	0	0	0
Acinetobacter bohemicus	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0.0207719616285218	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00420486081910689	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter bouvetii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter brisouii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter calcoaceticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.00486081856184582	3	0	0
Acinetobacter calcoaceticusbaumannii	0	0	0.0141213019840429	4	0	0	0.00222905800008916	1	0.00743834146237793	7	0	0	0.00760861294985924	2	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0.00982994200334218	1	0	0	0	0	0.00686844635743395	3	0	0	0.00280324054607126	1	0	0	0	0	0.00509917903217582	3	0	0	0	0	0	0	0	0	0	0	0.0542822677925211	9	0.0239257345200498	5	0.0567095498882012	35	0	0
Acinetobacter celticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter defluvii	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679890537623443	4	0	0	0	0	0	0	0	0	0	0	0	0	0.00957029380801991	2	0	0	0	0
Acinetobacter dijkshoorniae	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter equi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204248366013072	4	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter gandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0.00520751965838671	2	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter genomosp.	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter gerneri	0	0	0	0	0	0	0.0111452900004458	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294898260100265	3	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143554407120299	3	0	0	0	0
Acinetobacter guillouiae	0.00484027105517909	1	0.0105909764880322	3	0	0	0.0579555080023182	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0.0152975370965275	9	0	0	0	0	0	0	0	0	0	0	0.0120627261761158	2	0.0430663221360896	9	0.00486081856184582	3	0	0
Acinetobacter gyllenbergii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Acinetobacter haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0.0342387582743666	9	0	0	0	0	0	0	0	0	0	0	0.0101163378856854	1	0.00755772210255829	2	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0.0120627261761158	2	0.0382811752320796	8	0.0145824556855374	9	0	0
Acinetobacter harbinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.022667170381564	12	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Acinetobacter idrijaensis	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter indicus	0	0	0	0	0	0	0	0	0	0	0	0	0.00760861294985924	2	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.00944180074023718	5	0	0	0	0	0	0	0	0	0	0	0	0	0.0118980844084102	7	0	0	0	0	0	0	0	0	0	0	0	0	0.0143554407120299	3	0.06967173271979	43	0.00446229361892013	1
Acinetobacter johnsonii	0	0	0.162394972816494	46	0.00877526545177992	3	0.0891623200035665	40	0	0	0.0396133734748851	5	0.0532602906490147	14	0.0921159577350312	17	0.00188943052563957	1	0.0181009515928837	7	0.0151599373389257	3	0	0	0.121396054628225	12	0.0415674715640706	11	0.0786395360267374	8	0.0490973638492333	26	0.0129332643559234	5	0.0251843033105911	11	0.00587509547030139	2	0.0140162027303563	5	0.0273935077386659	2	0.00749484729248642	2	0.0237961688168205	14	0.00420486081910689	1	0.0132225160559124	7	0.0234338384627402	9	0	0	0.0205592105263158	1	0.0844390832328106	14	0.205761316872428	43	0.016202728539486	10	0.00892458723784025	2
Acinetobacter junii	0	0	0.0988491138883005	28	0.00292508848392664	1	0.013374348000535	6	0.00106262020891113	1	0	0	0.152172258997185	40	0	0	0.00188943052563957	1	0.00258585022755482	1	0.00505331244630856	1	0	0	0.0202326757713708	2	0.0113365831538374	3	0.00982994200334218	1	0.00566508044414231	3	0.00258665287118469	1	0.00228948211914465	1	0.0029375477351507	1	0.00560648109214252	2	0.013696753869333	1	0.0112422709387296	3	0.00509917903217582	3	0	0	0.00755572346052135	4	0.00520751965838671	2	0.0408496732026144	8	0	0	0.0361881785283474	6	0.0191405876160398	4	0.217116562429113	134	0	0
Acinetobacter larvae	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter lwoffii	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0.0650230289894338	12	0	0	0.00258585022755482	1	0	0	0	0	0.0101163378856854	1	0	0	0.108129362036764	11	0.00944180074023718	5	0.00258665287118469	1	0.00686844635743395	3	0	0	0	0	0	0	0.0112422709387296	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0120627261761158	2	0.0957029380801991	20	0.0291649113710749	18	0.0178491744756805	4
Acinetobacter nectaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter nosocomialis	0	0	0.0282426039680859	8	0	0	0.0312068120012483	14	0	0	0.00792267469497703	1	0	0	0	0	0	0	0.0129292511377741	5	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0.0104150393167734	4	0.0051062091503268	1	0	0	0.0180940892641737	3	0.0191405876160398	4	0.0226838199552805	14	0	0
Acinetobacter parvus	0	0	0.0494245569441503	14	0.00585017696785328	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303490136570562	3	0	0	0.00982994200334218	1	0	0	0	0	0	0	0.00587509547030139	2	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.00810136426974303	5	0	0
Acinetobacter pittii	0	0	0	0	0	0	0.0245196380009808	11	0.00106262020891113	1	0.00792267469497703	1	0.00760861294985924	2	0.00541858574911948	1	0.00188943052563957	1	0	0	0.00505331244630856	1	0.0334728033472803	2	0	0	0.0151154442051166	4	0	0	0.00944180074023718	5	0.00258665287118469	1	0	0	0	0	0	0	0.013696753869333	1	0	0	0.00509917903217582	3	0.00420486081910689	1	0	0	0.0312451179503203	12	0	0	0	0	0.0422195416164053	7	0.00957029380801991	2	0.0307851842250235	19	0	0
Acinetobacter populi	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0.0167364016736402	1	0.0101163378856854	1	0	0	0	0	0.00944180074023718	5	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0.00840972163821378	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter proteolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter qingfengensis	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Acinetobacter radioresistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0270929287455974	5	0	0	0	0	0	0	0	0	0.0809307030854831	8	0	0	0.0294898260100265	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Acinetobacter rudis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013696753869333	1	0	0	0	0	0.0126145824573207	3	0	0	0.00781127948758007	3	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.00944180074023718	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0.0102124183006536	2	0	0	0	0	0	0	0	0	0	0
Acinetobacter seifertii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060313630880579	10	0	0	0	0	0	0
Acinetobacter soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972163712369163	6	0	0
Acinetobacter sp.	0.0338818973862536	7	0.176516274800537	50	0.0263257963553398	9	0.231822032009273	104	0.0255028850138672	24	0.0713040722547932	9	0.266301453245073	70	0.135464643727987	25	0.0226731663076749	12	0.0801613570541994	31	0.121279498711405	24	0.0167364016736402	1	0.212443095599393	21	0.0604617768204663	16	0.255578492086897	26	0.0717576856258026	38	0.0129332643559234	5	0.0549475708594716	24	0.0440632160272604	15	0.011212962184285	4	0.0273935077386659	2	0.018737118231216	5	0.0509917903217582	30	0.00840972163821378	2	0.022667170381564	12	0.044263917096287	17	0.137867647058824	27	0.0205592105263158	1	0.1145958986731	19	0.239257345200498	50	0.22035710813701	136	0.0401606425702811	9
